01a-water_WB97M-V.out,-0.0022986666499665337
01b-water_WB97M-V.out,0.0018204522441258963
01c-water_WB97M-V.out,-0.004109161860350598
02a-formaldehyde_WB97M-V.out,-0.0003056961444318725
02b-formaldehyde_WB97M-V.out,0.00019661080313944224
02c-formaldehyde_WB97M-V.out,-0.00026488335095936253
03a-methanol_ethyne_WB97M-V.out,-0.002185277846685259
03b-methanol_ethyne_WB97M-V.out,2.2841211577689244e-05
03c-methanol_ethyne_WB97M-V.out,-4.5005506326693226e-05
04a-acetonitrile_WB97M-V.out,0.00016227626105338644
04b-acetonitrile_WB97M-V.out,0.0005059374454581673
04c-acetonitrile_WB97M-V.out,-0.0002940439127378486
05a-nitromethane_WB97M-V.out,-0.00047956251547888446
05b-nitromethane_WB97M-V.out,0.000247953278038247
05c-nitromethane_WB97M-V.out,0.0003634253833179283
06a-acetic_acid_WB97M-V.out,0.0008299725167250997
06b-acetic_acid_WB97M-V.out,-0.0014792826347394422
06c-acetic_acid_WB97M-V.out,-0.0006186327726039841
07a-oxalic_acid_WB97M-V.out,-0.000620049489447012
07b-oxalic_acid_WB97M-V.out,-0.002001677801163347
07c-oxalic_acid_WB97M-V.out,-0.0013648771045434265
08a-vinylene_carbonate_WB97M-V.out,-0.0005010022929673307
08b-vinylene_carbonate_WB97M-V.out,-0.0004939893844924303
08c-vinylene_carbonate_WB97M-V.out,-0.0009466648542167331
09a-acetamide_WB97M-V.out,-0.00046892672556812743
09b-acetamide_WB97M-V.out,0.000920500386876494
09c-acetamide_WB97M-V.out,-0.0013839235670932272
10a-imidazole_WB97M-V.out,-0.0013364322232988048
10b-imidazole_WB97M-V.out,0.00016845112827888447
10c-imidazole_WB97M-V.out,-0.0026264311029243026
11a-isoxazole_WB97M-V.out,-4.2824624192828686e-05
11b-isoxazole_WB97M-V.out,0.00016132089310119522
11c-isoxazole_WB97M-V.out,-0.0001898155290055777
12a-pyrazole_WB97M-V.out,-0.0022630467111521913
12b-pyrazole_WB97M-V.out,-0.00020299812374820718
12c-pyrazole_WB97M-V.out,-0.0004894636032254981
13a-triazine_WB97M-V.out,-5.1915377215936255e-05
13b-triazine_WB97M-V.out,2.050056155378486e-05
13c-triazine_WB97M-V.out,-5.951412315219123e-05
14a-cyanoacetamide_WB97M-V.out,0.0019219122474167332
14b-cyanoacetamide_WB97M-V.out,0.0002849091450199203
14c-cyanoacetamide_WB97M-V.out,-0.0021097257718023905
15a-cyanoguanidine_WB97M-V.out,-0.0017583314112844621
15b-cyanoguanidine_WB97M-V.out,0.0005401248912111554
15c-cyanoguanidine_WB97M-V.out,9.648365720159363e-05
16a-triazolidinedione_WB97M-V.out,-0.0003257506849832669
16b-triazolidinedione_WB97M-V.out,0.0011282247938199203
16c-triazolidinedione_WB97M-V.out,0.0004949654060733068
17a-oxazolidinone_WB97M-V.out,0.0007927562150741036
17b-oxazolidinone_WB97M-V.out,-0.0006473530968860557
17c-oxazolidinone_WB97M-V.out,0.00021341264537689243
18a-succinic_anhydride_WB97M-V.out,0.0005132289641051793
18b-succinic_anhydride_WB97M-V.out,1.945555410358566e-06
18c-succinic_anhydride_WB97M-V.out,-0.00029033809214820715
19a-benzene_WB97M-V.out,-0.0003417329068685259
19b-benzene_WB97M-V.out,-5.788185497051793e-05
19c-benzene_WB97M-V.out,-0.0001960890352047809
20a-maleic_acid_WB97M-V.out,0.002581981587003984
20b-maleic_acid_WB97M-V.out,-0.0024100724369498006
20c-maleic_acid_WB97M-V.out,-0.0006739513209625498
21a-p-benzoquinone_WB97M-V.out,0.0001315147040876494
21b-p-benzoquinone_WB97M-V.out,-0.00011333880402231076
21c-p-benzoquinone_WB97M-V.out,-8.398041660079681e-05
22a-uracil_WB97M-V.out,-3.8597026062151396e-05
22b-uracil_WB97M-V.out,-0.0004972257566772908
22c-uracil_WB97M-V.out,-6.131754194422311e-06
23a-cyclobutylfuran_WB97M-V.out,-0.00046051096650199207
23b-cyclobutylfuran_WB97M-V.out,-1.3379454659760954e-05
23c-cyclobutylfuran_WB97M-V.out,-8.815999746135458e-05
